SourceDrive,CurrentPath,CurrentName,CurrentType,ProposedTSI01Path,ProposedName,RenameReason,Confidence
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\1. TSI — SAI COMMAND PACK v1.0 (MASTER)\5. SAI PRIORITY FRAMEWORK,SAI PRIORITY FRAMEWORK v1.0 (MASTER).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI PRIORITY FRAMEWORK v1.0 (MASTER).gdoc,Staging pending classification,Low
6. SAI Development,G:\Shared drives\6. SAI Development\TSi — SAI Development\1. TSI — SAI COMMAND PACK v1.0 (MASTER)\9. SAI ONBOARDING SCRIPT,SAI ONBOARDING SCRIPT v1.0 (MASTER — SHORT).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\SAI_Development\,SAI ONBOARDING SCRIPT v1.0 (MASTER — SHORT).gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\3. TSI Smart Helmet\3.2 Camera + Sensor Suite,TSI — SMART HELMET CAMERA & SENSOR SUITE.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — SMART HELMET CAMERA & SENSOR SUITE.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\3. TSI Smart Helmet\3.4 High-Risk Task Scenarios,TSI — SMART HELMET HIGH-RISK TASK SCENARIOS.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — SMART HELMET HIGH-RISK TASK SCENARIOS.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\3. TSI Smart Helmet\3.3 SAI Integration,TSI — SMART HELMET SAI INTEGRATION v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — SMART HELMET SAI INTEGRATION v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\3. TSI Smart Helmet\3.5 Pricing & Bundles,TSI — SMART HELMET PRICING & BUNDLES.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — SMART HELMET PRICING & BUNDLES.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\3. TSI Smart Helmet\3.1 Hardware Specs,TSI — SMART HELMET (HARDWARE SPECIFICATIONS) v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — SMART HELMET (HARDWARE SPECIFICATIONS) v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\4. TSI Foresight Cameras (Static   Wearable)\4.1 Device Types,TSI — FORESIGHT CAMERA DEVICE TYPES v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — FORESIGHT CAMERA DEVICE TYPES v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\4. TSI Foresight Cameras (Static   Wearable)\4.4 Enterprise Deployment Models,TSI — FORESIGHT CAMERA DEPLOYMENT MODELS v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — FORESIGHT CAMERA DEPLOYMENT MODELS v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\4. TSI Foresight Cameras (Static   Wearable)\4.3 SAI Live Hazard Feed (Future),TSI — SAI LIVE HAZARD FEED (ROADMAP FEATURE).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — SAI LIVE HAZARD FEED (ROADMAP FEATURE).gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,"G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\4. TSI Foresight Cameras (Static   Wearable)\4.2 Vision Use Cases (Plant, Vehicles, Perimeters)",TSI — FORESIGHT CAMERA VISION USE CASES.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — FORESIGHT CAMERA VISION USE CASES.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\4. TSI Foresight Cameras (Static   Wearable)\4.5 Pricing,TSI — FORESIGHT CAMERA PRICING v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — FORESIGHT CAMERA PRICING v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\1. Product Overview & Positioning\1.2 Market Positioning & Value Proposition,TSI — SMART TOOLS MARKET POSITIONING & VALUE PROPOSITION v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — SMART TOOLS MARKET POSITIONING & VALUE PROPOSITION v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\1. Product Overview & Positioning\1.3 Integration with SAI + TechSafeAI,TSI — SMART TOOLS INTEGRATION WITH SAI + TECHSAFEAI v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — SMART TOOLS INTEGRATION WITH SAI + TECHSAFEAI v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\1. Product Overview & Positioning\1.1 Smart Tools Overview (TSI Ecosystem),TSI — SMART TOOLS OVERVIEW.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — SMART TOOLS OVERVIEW.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\5. TSI Planet Pods (Environmental Sensors)\5.4 Deployment Models,TSI — PLANET POD DEPLOYMENT MODELS.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — PLANET POD DEPLOYMENT MODELS.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\5. TSI Planet Pods (Environmental Sensors)\5.1 Dust   Gas   Noise Sensors,TSI — PLANET POD SENSOR SPECIFICATIONS.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — PLANET POD SENSOR SPECIFICATIONS.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\5. TSI Planet Pods (Environmental Sensors)\5.5 Pricing,TSI—PLANET POD PRICING v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI—PLANET POD PRICING v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\5. TSI Planet Pods (Environmental Sensors)\5.2 Data Pipeline to SAI,TSI — PLANET POD DATA PIPELINE v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — PLANET POD DATA PIPELINE v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\5. TSI Planet Pods (Environmental Sensors)\5.3 IMS Planet Compliance Use Cases,TSI — IMS COMPLIANCE USE CASES (PLANET PODS).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — IMS COMPLIANCE USE CASES (PLANET PODS).gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\2. TSI Safety Glasses (Flagship Device)\2.4 Use Cases (IMS + Field Ops),TSI—SAFETY GLASSES USE CASES v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI—SAFETY GLASSES USE CASES v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\2. TSI Safety Glasses (Flagship Device)\2.3 SAI Integration Mode,TSI — SAI INTEGRATION MODE (SAFETY GLASSES) v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — SAI INTEGRATION MODE (SAFETY GLASSES) v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\2. TSI Safety Glasses (Flagship Device)\2.1 Hardware Specs,TSI — SAFETY GLASSES (HARDWARE SPECIFICATIONS).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — SAFETY GLASSES (HARDWARE SPECIFICATIONS).gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\2. TSI Safety Glasses (Flagship Device)\2.2 Camera + Vision Pipeline,TSI — CAMERA & VISION PIPELINE (SAFETY GLASSES) v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — CAMERA & VISION PIPELINE (SAFETY GLASSES) v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\2. TSI Safety Glasses (Flagship Device)\2.5 Pricing & Bundles,TSI — SAFETY GLASSES PRICING & BUNDLES v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — SAFETY GLASSES PRICING & BUNDLES v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards,TechSafe PM Guide.pptx,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TechSafe PM Guide.pptx,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards,TechSafe Website Ideas.pptx,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TechSafe Website Ideas.pptx,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards,DigiBoard Emergency Logic MASTER v1.0.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,DigiBoard Emergency Logic MASTER v1.0.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.5 Pricing,TSI — DIGI-BOARD PRICING v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — DIGI-BOARD PRICING v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.3 Site Integration (IMS + Contractor Management),TSI — SITE INTEGRATION (IMS + CONTRACTOR MANAGEMENT) v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — SITE INTEGRATION (IMS + CONTRACTOR MANAGEMENT) v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.3 Site Integration (IMS + Contractor Management),SAI-COM ICAM INTEGRATION GUIDE (v1.0) TSI-OS 06 — IMS   Investigations Module.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,SAI-COM ICAM INTEGRATION GUIDE (v1.0) TSI-OS 06 — IMS   Investigations Module.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.3 Site Integration (IMS + Contractor Management),SAI-COM Integrated Critical Analysis Methodology (ICAM) System Design Overview.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,SAI-COM Integrated Critical Analysis Methodology (ICAM) System Design Overview.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.3 Site Integration (IMS + Contractor Management),SAI-COM ICAM System Architecture and Code Snippets.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,SAI-COM ICAM System Architecture and Code Snippets.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.3 Site Integration (IMS + Contractor Management),SAI-COM Interactive Prototype Logic and Backend Specification.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,SAI-COM Interactive Prototype Logic and Backend Specification.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.3 Site Integration (IMS + Contractor Management),High-Fidelity UI Specifications and Figma Export Blueprint  ICAM Application (TSI-Branded).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,High-Fidelity UI Specifications and Figma Export Blueprint  ICAM Application (TSI-Branded).gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.3 Site Integration (IMS + Contractor Management),4K TSI ICAM Artboards Download.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,4K TSI ICAM Artboards Download.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.3 Site Integration (IMS + Contractor Management),ICAM to IMS to Digi Board Pipeline and API Specification.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,ICAM to IMS to Digi Board Pipeline and API Specification.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.3 Site Integration (IMS + Contractor Management),"ICAM UI Mockups (TSI-Branded, 4K Wireframe Set).gdoc",File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,"ICAM UI Mockups (TSI-Branded, 4K Wireframe Set).gdoc",Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.3 Site Integration (IMS + Contractor Management),ICAM System Documentation and Developer Specification.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,ICAM System Documentation and Developer Specification.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.3 Site Integration (IMS + Contractor Management),ICAM Digital Form and Component Templates.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,ICAM Digital Form and Component Templates.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.3 Site Integration (IMS + Contractor Management),TSI-OS 06-06 — ICAM Investigation Module Specification (v1.0).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI-OS 06-06 — ICAM Investigation Module Specification (v1.0).gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.4 Recommended Layouts,TSI — DIGI-BOARD RECOMMENDED LAYOUTS v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — DIGI-BOARD RECOMMENDED LAYOUTS v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.4 Recommended Layouts,DIGI BOARD — EMERGENCY UI TEMPLATE (DESIGN SPEC).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,DIGI BOARD — EMERGENCY UI TEMPLATE (DESIGN SPEC).gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.4 Recommended Layouts,TSI DIGI BOARD — FIGMA ARTBOARD PACK (FINAL SPEC).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI DIGI BOARD — FIGMA ARTBOARD PACK (FINAL SPEC).gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.1 Hardware + Connectivity,TSI — DIGI-BOARD HARDWARE & CONNECTIVITY SPECIFICATIONS v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — DIGI-BOARD HARDWARE & CONNECTIVITY SPECIFICATIONS v1.0 MASTER.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.1 Hardware + Connectivity,TSI-OS SPECIFICATION LOOK CMS — CAPABILITIES & LIMITATIONS v1.0.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI-OS SPECIFICATION LOOK CMS — CAPABILITIES & LIMITATIONS v1.0.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.2 SAI-Driven Alerts & Visuals,TSI — SAI-DRIVEN ALERTS & VISUALS.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — SAI-DRIVEN ALERTS & VISUALS.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.2 SAI-Driven Alerts & Visuals,TSI-OS 06-04 — SAI-COM Emergency Override System.gdoc.lnk,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI-OS 06-04 — SAI-COM Emergency Override System.gdoc.lnk,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.2 SAI-Driven Alerts & Visuals,SAI-COM EMERGENCY OVERRIDE — DEVELOPER KIT (v1.0).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,SAI-COM EMERGENCY OVERRIDE — DEVELOPER KIT (v1.0).gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.2 SAI-Driven Alerts & Visuals,Figma Design Board – Ready-to-Paste Prompt.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,Figma Design Board – Ready-to-Paste Prompt.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.2 SAI-Driven Alerts & Visuals,TSI Emergency UI Template — Standards Addendum (ISO 23601 + AS 3745 Compliant).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI Emergency UI Template — Standards Addendum (ISO 23601 + AS 3745 Compliant).gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.2 SAI-Driven Alerts & Visuals,TSI Emergency UI Template (v1.1) - Style Guide.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI Emergency UI Template (v1.1) - Style Guide.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.2 SAI-Driven Alerts & Visuals,TSI Digi-Board Display & Alert Logic Specification v1.1 (Condensed).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI Digi-Board Display & Alert Logic Specification v1.1 (Condensed).gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.2 SAI-Driven Alerts & Visuals,TSI_Digi-Board__Smart_Safety.mp4,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI_Digi-Board__Smart_Safety.mp4,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.2 SAI-Driven Alerts & Visuals,TSi Digi-Board Workflow.png,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSi Digi-Board Workflow.png,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\6. TSI Digi-Boards\6.2 SAI-Driven Alerts & Visuals,Industrial_AI_Hijacks_Digital_Signs_for_Safety (1).m4a,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,Industrial_AI_Hijacks_Digital_Signs_for_Safety (1).m4a,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\8. Pricing & Packaging Model\8.3 Enterprise Packages (10–500 devices),TSI — Smart Tools Enterprise Packages (10–500 Devices) v1.0.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — Smart Tools Enterprise Packages (10–500 Devices) v1.0.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\8. Pricing & Packaging Model\8.2 Monthly Data AI Processing Subscription,TSI — Smart Tools Data & AI Subscription Pricing v1.0.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — Smart Tools Data & AI Subscription Pricing v1.0.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\8. Pricing & Packaging Model\8.2 Monthly Data AI Processing Subscription,TSI_SmartTools_Subscription_FullSuite_v1.xlsx,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI_SmartTools_Subscription_FullSuite_v1.xlsx,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\8. Pricing & Packaging Model\8.4 ROI & Value Calculations,TSI — Smart Tools ROI Model (Aus NZ) v1.0.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — Smart Tools ROI Model (Aus NZ) v1.0.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\8. Pricing & Packaging Model\8.1 Upfront Hardware Pricing,TSI — Smart Tools Hardware Pricing Table (Aus NZ Ready) v1.0.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — Smart Tools Hardware Pricing Table (Aus NZ Ready) v1.0.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,"G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\13. Sales Kits, Product Sheets & Investor Packs\13.4 Pitch Deck Slides (Hardware Section)",TSI Pitch Deck - Hardware Section.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI Pitch Deck - Hardware Section.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,"G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\13. Sales Kits, Product Sheets & Investor Packs\13.4 Pitch Deck Slides (Hardware Section)",13.3 — SECTOR-SPECIFIC USE CASES.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,13.3 — SECTOR-SPECIFIC USE CASES.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,"G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\13. Sales Kits, Product Sheets & Investor Packs\13.2 Product Sheets (Detailed Specs)",Product Sheets (Detailed Specs).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,Product Sheets (Detailed Specs).gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,"G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\13. Sales Kits, Product Sheets & Investor Packs\13.1 Smart Tools One-Pagers (PDF)",TSI Smart Tools One-Pager  TSI Safety Glasses (AI-Enabled).gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI Smart Tools One-Pager  TSI Safety Glasses (AI-Enabled).gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,"G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\13. Sales Kits, Product Sheets & Investor Packs\13.5 Investor Narrative — Smart Tools Growth Engine",Investor Narrative  Smart Tools Growth Engine.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,Investor Narrative  Smart Tools Growth Engine.gdoc,Staging pending classification,Low
7. Smart Tools & Hardware,G:\Shared drives\7. Smart Tools & Hardware\TSi — Smart Tools & Hardware\10. Roadmap (v1 → v2 → v3)\10.4 Manufacturing & Supply Roadmap,TSI — Manufacturing & Supply Roadmap v1.0.gdoc,File,TSI-01 DocControl.GOOGLE\99_Staging\Smart_Tools_Hardware\,TSI — Manufacturing & Supply Roadmap v1.0.gdoc,Staging pending classification,Low
